Timestamp,System power generated,Wind speed,Wind direction,Pressure,Air temperature,windfarm power
"Jan 1, 12:00 am",1766.64,9.926,128,1.00048,18.263,688.92
"Jan 1, 01:00 am",1433.83,9.273,135,0.99979,18.363,625.23
"Jan 1, 02:00 am",1167.23,8.66,142,0.999592,18.663,488.56
"Jan 1, 03:00 am",1524.59,9.461,148,0.998309,18.763,621.87
"Jan 1, 04:00 am",1384.28,9.184,150,0.998507,18.963,515.62
"Jan 1, 05:00 am",1293.93,8.996,149,0.998507,19.063,481.96
"Jan 1, 06:00 am",1301.63,9.016,151,0.998211,19.113,474.64
"Jan 1, 07:00 am",1308.13,9.036,154,0.997815,19.163,561.57
"Jan 1, 08:00 am",792.081,7.612,154,1.00028,19.363,323.24
"Jan 1, 09:00 am",399.537,6.129,162,1.00295,19.963,166.47
"Jan 1, 10:00 am",362.988,5.961,152,1.00048,20.763,131.27
"Jan 1, 11:00 am",951.359,8.117,141,1.00068,21.063,416.31
"Jan 1, 12:00 pm",1549.75,9.54,141,0.996926,21.063,661.12
"Jan 1, 01:00 pm",1835.22,10.094,136,1.00028,20.763,691.85
"Jan 1, 02:00 pm",1208.37,8.789,137,0.998801,20.663,452.59
"Jan 1, 03:00 pm",686.154,7.286,126,0.999986,20.663,257.08
"Jan 1, 04:00 pm",624.105,7.088,122,0.999591,20.563,239.87
"Jan 1, 05:00 pm",678.936,7.266,121,0.997715,20.363,272.92
"Jan 1, 06:00 pm",1187.51,8.739,116,0.996334,20.363,468.54
"Jan 1, 07:00 pm",1881.72,10.212,126,0.994952,20.363,721.26
"Jan 1, 08:00 pm",1685.91,9.797,132,0.998406,20.363,689.45
"Jan 1, 09:00 pm",1188.7,8.729,149,1.00048,20.263,441.2
"Jan 1, 10:00 pm",939.228,8.087,155,0.99821,20.263,360.07
"Jan 1, 11:00 pm",772.632,7.563,160,0.998703,20.263,300.79
"Jan 2, 12:00 am",1006.16,8.265,157,0.996432,20.163,398.93
"Jan 2, 01:00 am",1150.85,8.631,157,0.998999,19.863,486.6
"Jan 2, 02:00 am",1116.59,8.542,167,0.998802,19.663,419.81
"Jan 2, 03:00 am",647.342,7.158,176,0.997914,19.563,259.67
"Jan 2, 04:00 am",528.178,6.693,174,0.994952,19.463,215.18
"Jan 2, 05:00 am",602.899,7.009,175,0.996335,19.263,219.28
"Jan 2, 06:00 am",591.48,6.96,162,0.996433,19.513,241.68
"Jan 2, 07:00 am",578.963,6.91,177,0.996432,19.763,216.32
"Jan 2, 08:00 am",387.965,6.09,177,0.995643,19.763,141.69
"Jan 2, 09:00 am",596.94,6.99,173,0.996926,20.263,260.21
"Jan 2, 10:00 am",501.324,6.584,175,0.997518,21.063,219.2
"Jan 2, 11:00 am",184.65,4.884,166,1.00048,22.263,78.42
"Jan 2, 12:00 pm",185.902,4.904,135,0.995937,22.663,71.45
"Jan 2, 01:00 pm",544.988,6.782,120,0.994655,21.563,200.45
"Jan 2, 02:00 pm",993.34,8.245,126,0.993964,20.863,411.98
"Jan 2, 03:00 pm",1454.04,9.352,132,0.996432,21.063,574.65
"Jan 2, 04:00 pm",2090.64,10.697,140,0.994457,21.463,773.04
"Jan 2, 05:00 pm",2586.1,11.992,142,0.994457,21.163,1033.44
"Jan 2, 06:00 pm",2378.47,11.399,145,0.99426,20.713,862.79
"Jan 2, 07:00 pm",2145.09,10.806,153,0.994162,20.263,928.28
"Jan 2, 08:00 pm",2294.79,11.142,150,0.996432,19.763,873.63
"Jan 2, 09:00 pm",2085.15,10.657,155,0.996334,19.863,861.17
"Jan 2, 10:00 pm",2067.89,10.628,158,0.99436,19.963,796.01
"Jan 2, 11:00 pm",1918.02,10.291,162,0.994853,19.963,770.29
"Jan 3, 12:00 am",1796.63,10.025,160,0.994458,19.863,725.37
"Jan 3, 01:00 am",1513.84,9.461,162,0.995347,19.863,567.37
"Jan 3, 02:00 am",1508.79,9.451,165,0.994952,19.863,660.2
"Jan 3, 03:00 am",2028.06,10.539,166,0.993866,19.863,855.86
"Jan 3, 04:00 am",1857.71,10.163,168,0.991793,19.863,808.4
"Jan 3, 05:00 am",1907.65,10.272,167,0.99209,19.663,823.32
"Jan 3, 06:00 am",1955.66,10.38,162,0.992386,19.813,797.58
"Jan 3, 07:00 am",2004.11,10.489,167,0.992781,19.963,869.28
"Jan 3, 08:00 am",1680.99,9.797,163,0.994754,20.163,617.06
"Jan 3, 09:00 am",1756.95,9.965,167,0.992187,20.963,660.05
"Jan 3, 10:00 am",1726.52,9.916,156,0.990805,21.563,627.79
"Jan 3, 11:00 am",2047.12,10.608,150,0.993272,21.863,790.24
"Jan 3, 12:00 pm",2248.96,11.063,145,0.993568,21.763,879.56
"Jan 3, 01:00 pm",2528.86,11.844,142,0.992779,21.763,965.29
"Jan 3, 02:00 pm",2764.96,12.753,141,0.990015,21.563,1178.7
"Jan 3, 03:00 pm",2941.47,13.89,143,0.988534,21.363,1142.88
"Jan 3, 04:00 pm",2831.9,13.06,145,0.987744,21.263,1083.13
"Jan 3, 05:00 pm",2664.46,12.298,148,0.988239,20.863,1074.88
"Jan 3, 06:00 pm",2642.42,12.19,150,0.989522,20.613,981.06
"Jan 3, 07:00 pm",2616.17,12.081,151,0.990806,20.363,1109.72
"Jan 3, 08:00 pm",2595.34,12.022,147,0.990707,20.163,949.8
"Jan 3, 09:00 pm",2728.06,12.555,149,0.992484,20.063,1197.48
"Jan 3, 10:00 pm",2825.07,13.0,153,0.990707,20.163,1191.56
"Jan 3, 11:00 pm",2857.35,13.168,152,0.990016,20.163,1074.07
"Jan 4, 12:00 am",2805.3,12.921,156,0.988436,20.163,1011.15
"Jan 4, 01:00 am",2671.64,12.308,159,0.991595,20.263,1136.08
"Jan 4, 02:00 am",2713.9,12.506,166,0.990016,20.363,1130.47
"Jan 4, 03:00 am",2817.75,12.981,166,0.988535,20.463,1178.72
"Jan 4, 04:00 am",2788.04,12.852,167,0.987449,20.463,1175.72
"Jan 4, 05:00 am",2711.18,12.506,170,0.98814,20.563,992.08
"Jan 4, 06:00 am",2492.39,11.745,172,0.987943,20.813,968.74
"Jan 4, 07:00 am",2213.25,10.993,172,0.987744,21.063,817.29
"Jan 4, 08:00 am",1761.58,9.985,172,0.990311,21.363,755.8
"Jan 4, 09:00 am",1570.07,9.609,173,0.990015,21.663,643.51
"Jan 4, 10:00 am",1198.44,8.799,157,0.990212,21.863,463.16
"Jan 4, 11:00 am",1024.2,8.344,149,0.991101,21.763,373.92
"Jan 4, 12:00 pm",1646.62,9.768,140,0.988238,21.763,633.75
"Jan 4, 01:00 pm",1641.59,9.758,139,0.98804,21.563,633.68
"Jan 4, 02:00 pm",1523.3,9.53,140,0.986362,21.863,637.3
"Jan 4, 03:00 pm",1776.68,10.034,136,0.985968,21.663,730.22
"Jan 4, 04:00 pm",2036.19,10.608,136,0.984488,21.163,877.55
"Jan 4, 05:00 pm",2288.37,11.171,142,0.986561,20.563,910.26
"Jan 4, 06:00 pm",1762.46,9.995,150,0.986856,21.063,651.35
"Jan 4, 07:00 pm",1202.84,8.818,155,0.987152,21.563,501.66
"Jan 4, 08:00 pm",461.536,6.426,159,0.992483,21.363,194.24
"Jan 4, 09:00 pm",530.497,6.723,165,0.991792,21.163,214.8
"Jan 4, 10:00 pm",300.86,5.615,166,0.992286,20.863,126.87
"Jan 4, 11:00 pm",58.2514,3.747,171,0.991793,20.563,23.27
"Jan 5, 12:00 am",0.0,2.491,156,0.991694,20.263,0.0
"Jan 5, 01:00 am",0.0,0.484,95,0.994162,19.963,0.0
"Jan 5, 02:00 am",906.708,7.988,5,0.992486,18.263,328.26
"Jan 5, 03:00 am",2920.86,13.584,20,0.99318,13.863,1076.72
"Jan 5, 04:00 am",2805.53,12.822,19,0.993475,14.863,1017.04
"Jan 5, 05:00 am",2632.4,12.031,19,0.994858,13.963,1081.69
"Jan 5, 06:00 am",2344.17,11.201,10,0.994267,12.913,902.85
"Jan 5, 07:00 am",1995.81,10.371,5,0.993675,11.863,799.69
"Jan 5, 08:00 am",2677.41,12.19,3,0.997031,11.663,1158.26
"Jan 5, 09:00 am",2581.64,11.834,10,0.998611,11.763,980.88
"Jan 5, 10:00 am",2119.17,10.638,12,0.996933,12.163,832.47
"Jan 5, 11:00 am",1639.65,9.619,12,0.999301,12.763,689.38
"Jan 5, 12:00 pm",1955.95,10.282,15,0.998609,13.263,739.94
"Jan 5, 01:00 pm",1299.54,8.947,15,0.999696,13.263,475.84
"Jan 5, 02:00 pm",948.183,8.047,12,0.998609,13.563,363.32
"Jan 5, 03:00 pm",1069.99,8.364,14,0.999004,13.963,399.0
"Jan 5, 04:00 pm",1135.09,8.532,12,0.999695,14.163,493.06
"Jan 5, 05:00 pm",1567.55,9.491,13,0.999794,14.163,665.66
"Jan 5, 06:00 pm",1567.48,9.471,10,1.00128,12.813,643.72
"Jan 5, 07:00 pm",1572.38,9.461,8,1.00276,11.463,675.68
"Jan 5, 08:00 pm",2344.62,11.132,8,1.00453,10.463,994.81
"Jan 5, 09:00 pm",2822.17,12.783,14,1.00197,9.563,1058.1
"Jan 5, 10:00 pm",2790.85,12.625,16,1.00385,8.963,1203.99
"Jan 5, 11:00 pm",2909.83,13.356,19,1.00523,8.563,1173.09
"Jan 6, 12:00 am",2779.36,12.555,20,1.00631,8.363,1180.1
"Jan 6, 01:00 am",2794.97,12.615,16,1.00701,7.963,1206.55
"Jan 6, 02:00 am",2634.56,11.903,14,1.00681,7.563,1015.47
"Jan 6, 03:00 am",2736.64,12.348,12,1.00691,7.263,1009.28
"Jan 6, 04:00 am",2727.68,12.298,13,1.00878,7.063,1031.7
"Jan 6, 05:00 am",2569.42,11.695,14,1.00809,7.063,1012.78
"Jan 6, 06:00 am",2610.23,11.814,6,1.0071,7.013,1110.5
"Jan 6, 07:00 am",2642.68,11.933,11,1.00612,6.963,1133.34
"Jan 6, 08:00 am",2304.8,10.964,17,1.0077,6.963,831.01
"Jan 6, 09:00 am",2418.76,11.28,17,1.00799,7.163,969.58
"Jan 6, 10:00 am",2010.77,10.291,17,1.01066,7.363,791.02
"Jan 6, 11:00 am",2087.45,10.46,18,1.01086,7.563,788.57
"Jan 6, 12:00 pm",1253.03,8.739,26,1.01046,7.763,463.11
"Jan 6, 01:00 pm",1368.51,9.006,25,1.00918,7.963,529.63
"Jan 6, 02:00 pm",1215.92,8.65,19,1.00987,8.363,529.45
"Jan 6, 03:00 pm",1088.84,8.334,24,1.00858,8.663,420.14
"Jan 6, 04:00 pm",1235.92,8.71,25,1.00858,8.863,496.23
"Jan 6, 05:00 pm",1185.46,8.581,26,1.00839,8.763,493.44
"Jan 6, 06:00 pm",1214.14,8.64,26,1.00947,7.513,472.41
"Jan 6, 07:00 pm",1243.95,8.7,16,1.01056,6.263,544.53
"Jan 6, 08:00 pm",1300.76,8.838,8,1.01214,6.063,568.43
"Jan 6, 09:00 pm",1551.07,9.333,3,1.00948,5.563,589.63
"Jan 6, 10:00 pm",1821.1,9.856,14,1.00898,5.363,728.04
"Jan 6, 11:00 pm",1308.92,8.858,18,1.01204,5.963,502.72
"Jan 7, 12:00 am",1013.86,8.107,13,1.01165,6.063,388.09
"Jan 7, 01:00 am",712.767,7.217,8,1.01155,5.963,258.7
"Jan 7, 02:00 am",810.706,7.523,359,1.01076,5.663,331.39
"Jan 7, 03:00 am",1077.22,8.265,353,1.00997,5.063,431.12
"Jan 7, 04:00 am",1828.88,9.856,351,1.01027,4.363,665.93
"Jan 7, 05:00 am",1301.75,8.828,353,1.00928,4.163,497.65
"Jan 7, 06:00 am",1055.49,8.206,357,1.01007,4.713,456.67
"Jan 7, 07:00 am",830.994,7.583,358,1.01086,5.263,315.08
"Jan 7, 08:00 am",586.206,6.792,359,1.01165,5.663,217.83
"Jan 7, 09:00 am",500.897,6.446,350,1.00829,6.163,199.94
"Jan 7, 10:00 am",707.833,7.217,348,1.00809,6.663,310.63
"Jan 7, 11:00 am",484.807,6.386,349,1.00967,7.563,183.92
"Jan 7, 12:00 pm",472.799,6.347,348,1.00701,8.363,195.63
"Jan 7, 01:00 pm",325.958,5.655,352,1.00809,9.263,137.21
"Jan 7, 02:00 pm",277.875,5.388,353,1.00602,10.063,105.32
"Jan 7, 03:00 pm",328.748,5.685,5,1.00562,10.663,137.5
"Jan 7, 04:00 pm",401.301,6.07,11,1.00493,11.263,156.28
"Jan 7, 05:00 pm",347.579,5.803,12,1.00374,11.563,142.71
"Jan 7, 06:00 pm",262.25,5.309,360,1.00256,10.813,107.7
"Jan 7, 07:00 pm",184.726,4.815,3,1.00138,10.063,74.42
"Jan 7, 08:00 pm",321.099,5.645,355,1.00276,10.363,117.91
"Jan 7, 09:00 pm",297.925,5.516,351,1.00078,10.563,127.16
"Jan 7, 10:00 pm",0.0,2.788,340,1.00256,10.863,0.0
"Jan 7, 11:00 pm",0.0,2.116,273,1.00187,11.963,0.0
"Jan 8, 12:00 am",0.0,2.897,284,1.00098,12.063,0.0
"Jan 8, 01:00 am",0.0,2.402,272,1.00197,11.963,0.0
"Jan 8, 02:00 am",35.4999,3.421,287,1.00088,11.963,14.7
"Jan 8, 03:00 am",529.513,6.624,303,0.998414,10.763,191.33
"Jan 8, 04:00 am",459.565,6.327,316,0.997822,10.763,184.27
"Jan 8, 05:00 am",348.471,5.813,314,0.998514,10.663,131.76
"Jan 8, 06:00 am",242.999,5.2,309,0.998514,9.963,100.02
"Jan 8, 07:00 am",156.77,4.587,324,0.998515,9.263,58.62
"Jan 8, 08:00 am",21.523,3.243,345,0.999896,9.463,8.94
"Jan 8, 09:00 am",1.82121,3.005,340,0.999205,9.863,0.71
"Jan 8, 10:00 am",0.0,2.946,330,1.00108,10.563,0.0
"Jan 8, 11:00 am",0.0,1.7,266,1.00098,12.663,0.0
"Jan 8, 12:00 pm",28.3227,3.342,283,0.999596,13.763,10.97
"Jan 8, 01:00 pm",44.1369,3.539,272,0.999102,14.563,16.29
"Jan 8, 02:00 pm",12.3147,3.154,273,0.998016,15.363,5.34
"Jan 8, 03:00 pm",0.0,2.491,276,0.997423,15.963,0.0
"Jan 8, 04:00 pm",0.0,2.521,305,0.997522,16.263,0.0
"Jan 8, 05:00 pm",0.0,2.847,328,0.995942,16.363,0.0
"Jan 8, 06:00 pm",0.0,1.661,356,0.996536,14.213,0.0
"Jan 8, 07:00 pm",0.0,0.465,25,0.99713,12.063,0.0
"Jan 8, 08:00 pm",0.0,0.672,310,0.998808,12.663,0.0
"Jan 8, 09:00 pm",0.0,1.176,296,0.998018,12.763,0.0
"Jan 8, 10:00 pm",0.0,1.295,261,0.998512,12.663,0.0
"Jan 8, 11:00 pm",0.0,2.017,257,1.00049,12.663,0.0
"Jan 9, 12:00 am",0.0,2.392,298,1.00078,12.263,0.0
"Jan 9, 01:00 am",0.0,2.916,308,1.00137,11.963,0.0
"Jan 9, 02:00 am",0.0,2.837,313,0.999796,11.963,0.0
"Jan 9, 03:00 am",0.0,2.907,312,1.00029,12.063,0.0
"Jan 9, 04:00 am",142.129,4.478,338,1.00068,11.863,59.42
"Jan 9, 05:00 am",863.103,7.751,354,0.999798,9.563,372.66
"Jan 9, 06:00 am",1146.89,8.522,5,1.00059,10.363,494.27
"Jan 9, 07:00 am",1490.88,9.303,11,1.00128,11.163,629.73
"Jan 9, 08:00 am",1723.62,9.758,10,1.00138,11.163,709.03
"Jan 9, 09:00 am",728.148,7.336,2,1.00108,11.163,267.03
"Jan 9, 10:00 am",752.153,7.405,7,1.00542,11.563,280.5
"Jan 9, 11:00 am",383.25,6.001,9,1.00503,12.363,165.52
"Jan 9, 12:00 pm",1123.25,8.482,11,1.00414,13.463,458.86
"Jan 9, 01:00 pm",2286.52,11.023,19,1.00374,14.363,824.83
"Jan 9, 02:00 pm",2279.84,11.013,29,1.00275,14.763,839.25
"Jan 9, 03:00 pm",1616.58,9.59,27,1.00196,15.063,667.78
"Jan 9, 04:00 pm",1673.5,9.708,22,1.00038,15.163,603.14
"Jan 9, 05:00 pm",1135.89,8.542,13,1.00108,15.163,423.53
"Jan 9, 06:00 pm",1128.15,8.522,12,1.00068,15.313,455.66
"Jan 9, 07:00 pm",1123.13,8.512,3,1.00038,15.463,466.49
"Jan 9, 08:00 pm",1270.59,8.868,5,1.00503,14.363,523.68
"Jan 9, 09:00 pm",1456.34,9.253,6,1.00295,13.263,550.41
"Jan 9, 10:00 pm",1603.41,9.52,12,1.0068,12.463,668.58
"Jan 9, 11:00 pm",1930.5,10.173,16,1.00878,11.763,731.62
"Jan 10, 12:00 am",2055.46,10.45,25,1.0069,11.163,793.47
"Jan 10, 01:00 am",2002.03,10.321,25,1.00868,10.863,840.29
"Jan 10, 02:00 am",1653.71,9.599,27,1.00651,10.663,681.28
"Jan 10, 03:00 am",1136.65,8.482,20,1.00533,10.363,486.42
"Jan 10, 04:00 am",926.523,7.939,19,1.00562,9.963,382.29
"Jan 10, 05:00 am",570.258,6.772,9,1.00454,9.363,231.22
"Jan 10, 06:00 am",719.702,7.286,4,1.00513,9.463,264.49
"Jan 10, 07:00 am",879.966,7.79,9,1.00572,9.563,342.67
"Jan 10, 08:00 am",960.808,8.018,14,1.00789,9.663,366.28
"Jan 10, 09:00 am",467.165,6.337,9,1.0072,10.263,177.3
"Jan 10, 10:00 am",599.984,6.901,14,1.00809,10.763,262.7
"Jan 10, 11:00 am",636.928,7.029,28,1.01065,11.563,249.32
"Jan 10, 12:00 pm",499.541,6.485,37,1.00809,11.963,215.48
"Jan 10, 01:00 pm",555.695,6.723,41,1.00888,12.063,228.11
"Jan 10, 02:00 pm",737.257,7.355,42,1.0072,11.863,312.29
"Jan 10, 03:00 pm",683.936,7.187,48,1.00661,11.663,273.72
"Jan 10, 04:00 pm",474.059,6.377,47,1.00602,11.463,192.54
"Jan 10, 05:00 pm",218.029,5.052,43,1.00552,11.463,87.08
"Jan 10, 06:00 pm",156.597,4.587,37,1.00572,11.563,58.82
"Jan 10, 07:00 pm",98.508,4.113,35,1.00602,11.663,41.16
"Jan 10, 08:00 pm",297.617,5.507,39,1.00898,11.763,113.83
"Jan 10, 09:00 pm",379.566,5.981,45,1.00582,11.963,137.38
"Jan 10, 10:00 pm",270.827,5.358,47,1.00789,12.263,111.48
"Jan 10, 11:00 pm",207.414,4.993,59,1.00858,12.463,77.61
"Jan 11, 12:00 am",193.849,4.894,68,1.00809,12.763,84.37
"Jan 11, 01:00 am",115.987,4.261,62,1.0072,13.063,50.61
"Jan 11, 02:00 am",283.191,5.437,60,1.0067,13.163,122.68
"Jan 11, 03:00 am",235.309,5.161,69,1.0072,13.263,91.68
"Jan 11, 04:00 am",196.496,4.923,75,1.00601,13.463,70.98
"Jan 11, 05:00 am",224.389,5.101,78,1.00572,13.463,97.44
"Jan 11, 06:00 am",79.4044,3.954,92,1.00562,12.913,31.31
"Jan 11, 07:00 am",0.0,2.808,95,1.00542,12.363,0.0
"Jan 11, 08:00 am",0.0,2.056,73,1.00749,12.963,0.0
"Jan 11, 09:00 am",0.0,1.73,48,1.00631,13.163,0.0
"Jan 11, 10:00 am",0.0,2.926,105,1.00769,14.063,0.0
"Jan 11, 11:00 am",161.139,4.637,110,1.00818,14.663,62.97
"Jan 11, 12:00 pm",370.376,5.951,107,1.0072,14.963,158.55
"Jan 11, 01:00 pm",474.554,6.406,106,1.00591,14.963,182.87
"Jan 11, 02:00 pm",544.334,6.703,101,1.00542,14.963,203.34
"Jan 11, 03:00 pm",730.613,7.365,103,1.00631,14.863,295.57
"Jan 11, 04:00 pm",697.745,7.266,104,1.00384,14.963,303.44
"Jan 11, 05:00 pm",565.787,6.802,109,1.00285,15.063,235.19
"Jan 11, 06:00 pm",493.046,6.495,108,1.00305,15.513,199.98
"Jan 11, 07:00 pm",420.559,6.189,109,1.00315,15.963,154.67
"Jan 11, 08:00 pm",325.773,5.704,108,1.00542,16.063,133.31
"Jan 11, 09:00 pm",404.167,6.12,110,1.00374,16.263,177.51
"Jan 11, 10:00 pm",566.392,6.812,109,1.00335,16.363,210.25
"Jan 11, 11:00 pm",501.455,6.535,108,1.00522,16.463,201.32
"Jan 12, 12:00 am",587.256,6.901,109,1.00591,16.663,252.63
"Jan 12, 01:00 am",333.632,5.754,108,1.00581,16.963,139.88
"Jan 12, 02:00 am",262.865,5.348,108,1.00473,17.163,109.29
"Jan 12, 03:00 am",369.212,5.971,120,1.00236,17.463,153.67
"Jan 12, 04:00 am",571.926,6.851,122,1.00147,17.563,222.34
"Jan 12, 05:00 am",479.535,6.456,119,1.00167,17.463,183.9
"Jan 12, 06:00 am",423.466,6.209,131,1.00206,16.713,179.87
"Jan 12, 07:00 am",371.023,5.971,136,1.00246,15.963,157.61
"Jan 12, 08:00 am",217.338,5.081,140,1.00285,16.163,93.32
"Jan 12, 09:00 am",88.0876,4.053,133,1.00423,16.363,38.15
"Jan 12, 10:00 am",240.717,5.22,127,1.00453,17.163,96.51
"Jan 12, 11:00 am",491.672,6.505,134,1.00453,18.063,196.73
"Jan 12, 12:00 pm",320.807,5.694,121,1.00413,18.563,135.98
"Jan 12, 01:00 pm",617.082,7.039,105,1.00334,18.463,254.24
"Jan 12, 02:00 pm",846.337,7.771,105,1.00186,18.263,352.21
"Jan 12, 03:00 pm",1118.02,8.522,104,1.00176,18.063,473.66
"Jan 12, 04:00 pm",1064.37,8.383,107,1.00048,18.063,458.96
"Jan 12, 05:00 pm",689.486,7.276,114,0.999593,18.063,266.86
"Jan 12, 06:00 pm",818.923,7.691,118,1.00009,18.563,319.42
"Jan 12, 07:00 pm",957.506,8.117,122,1.00058,19.063,351.9
"Jan 12, 08:00 pm",460.355,6.377,132,1.00453,18.863,187.02
"Jan 12, 09:00 pm",287.819,5.507,133,1.00305,18.963,104.44
"Jan 12, 10:00 pm",86.4884,4.053,132,1.00285,19.063,34.36
"Jan 12, 11:00 pm",23.1212,3.292,127,1.00591,19.163,9.33
"Jan 13, 12:00 am",179.168,4.815,124,1.00463,19.163,68.61
"Jan 13, 01:00 am",434.418,6.268,114,1.00423,19.063,176.92
"Jan 13, 02:00 am",536.086,6.703,118,1.00275,18.663,194.3
"Jan 13, 03:00 am",584.466,6.91,121,1.00147,18.263,212.15
"Jan 13, 04:00 am",556.887,6.792,123,1.00068,17.963,237.13
"Jan 13, 05:00 am",425.069,6.228,126,1.00098,17.863,165.27
"Jan 13, 06:00 am",259.175,5.339,116,1.00117,18.163,95.94
"Jan 13, 07:00 am",133.355,4.439,133,1.00137,18.463,53.58
"Jan 13, 08:00 am",46.5383,3.579,116,1.00364,18.463,19.62
"Jan 13, 09:00 am",9.95954,3.134,124,1.00058,18.563,3.76
"Jan 13, 10:00 am",0.0,1.957,95,1.00473,18.863,0.0
"Jan 13, 11:00 am",0.0,1.849,169,1.0065,19.463,0.0
"Jan 13, 12:00 pm",0.0,1.671,138,1.00443,19.763,0.0
"Jan 13, 01:00 pm",0.0,1.77,104,1.00393,20.263,0.0
"Jan 13, 02:00 pm",15.2074,3.203,88,1.00176,20.163,6.13
"Jan 13, 03:00 pm",100.027,4.172,87,1.00137,19.963,41.11
"Jan 13, 04:00 pm",309.83,5.645,93,0.999493,19.663,129.54
"Jan 13, 05:00 pm",379.114,6.04,107,0.999987,19.063,166.08
"Jan 13, 06:00 pm",458.51,6.377,112,1.00097,18.913,184.0
"Jan 13, 07:00 pm",540.087,6.723,130,1.00196,18.763,208.39
"Jan 13, 08:00 pm",340.355,5.813,140,1.00236,18.963,144.18
"Jan 13, 09:00 pm",137.691,4.478,131,1.00157,19.163,52.55
"Jan 13, 10:00 pm",174.649,4.785,128,1.00078,19.363,69.01
"Jan 13, 11:00 pm",74.2789,3.925,138,1.00226,19.363,27.21
"Jan 14, 12:00 am",140.316,4.498,152,1.00334,19.363,50.8
"Jan 14, 01:00 am",54.1464,3.678,153,1.00206,19.363,23.66
"Jan 14, 02:00 am",78.9233,3.984,154,1.00078,19.363,33.69
"Jan 14, 03:00 am",216.875,5.101,156,1.00068,19.363,90.15
"Jan 14, 04:00 am",242.49,5.25,148,0.999888,19.263,95.23
"Jan 14, 05:00 am",208.451,5.052,142,0.999494,19.063,77.93
"Jan 14, 06:00 am",315.552,5.675,134,0.999296,18.863,117.55
"Jan 14, 07:00 am",438.978,6.297,146,0.999198,18.663,166.82
"Jan 14, 08:00 am",384.795,6.06,163,0.999395,18.263,155.43
"Jan 14, 09:00 am",227.342,5.161,171,0.998211,18.463,94.84
"Jan 14, 10:00 am",257.947,5.339,161,0.999888,19.163,106.48
"Jan 14, 11:00 am",248.842,5.289,151,1.00166,19.963,95.16
"Jan 14, 12:00 pm",405.792,6.169,139,0.997617,20.463,177.08
"Jan 14, 01:00 pm",523.139,6.673,123,0.996531,20.363,219.21
"Jan 14, 02:00 pm",977.204,8.186,117,0.995052,19.363,395.13
"Jan 14, 03:00 pm",1361.68,9.145,122,0.995446,18.463,556.84
"Jan 14, 04:00 pm",1305.84,9.026,126,0.995743,18.163,513.94
"Jan 14, 05:00 pm",1324.1,9.075,133,0.993374,18.263,502.92
"Jan 14, 06:00 pm",1170.73,8.68,120,0.994459,18.263,454.8
"Jan 14, 07:00 pm",1015.86,8.275,128,0.995446,18.263,427.3
"Jan 14, 08:00 pm",906.313,7.968,135,1.00088,18.663,327.32
"Jan 14, 09:00 pm",332.205,5.774,133,0.997619,18.763,122.68
"Jan 14, 10:00 pm",556.243,6.802,131,0.997321,18.763,202.29
"Jan 14, 11:00 pm",670.775,7.227,129,0.996928,18.563,243.66
"Jan 15, 12:00 am",560.676,6.821,123,0.996533,18.363,240.21
"Jan 15, 01:00 am",575.301,6.881,126,0.997421,18.363,239.49
"Jan 15, 02:00 am",545.89,6.762,127,0.994657,18.463,217.23
"Jan 15, 03:00 am",712.583,7.365,129,0.995545,18.663,262.11
"Jan 15, 04:00 am",687.808,7.286,128,0.995052,18.763,274.66
"Jan 15, 05:00 am",925.56,8.047,121,0.994953,18.863,368.26
"Jan 15, 06:00 am",823.361,7.721,121,0.99367,18.463,307.82
"Jan 15, 07:00 am",724.297,7.405,124,0.992387,18.063,285.89
"Jan 15, 08:00 am",605.842,7.009,121,0.997619,18.063,237.42
"Jan 15, 09:00 am",370.798,6.001,116,0.994361,18.163,151.76
"Jan 15, 10:00 am",274.943,5.447,120,0.993867,18.663,112.95
"Jan 15, 11:00 am",496.878,6.555,114,0.994657,18.963,180.68
"Jan 15, 12:00 pm",743.524,7.464,106,0.995545,18.763,289.95
"Jan 15, 01:00 pm",1295.53,9.006,95,0.993473,17.963,531.26
"Jan 15, 02:00 pm",1913.18,10.262,95,0.992683,17.763,765.75
"Jan 15, 03:00 pm",2156.91,10.815,100,0.990512,17.763,924.28
"Jan 15, 04:00 pm",2293.99,11.132,105,0.991696,17.763,946.72
"Jan 15, 05:00 pm",2198.1,10.914,114,0.989425,17.963,819.97
"Jan 15, 06:00 pm",2433.38,11.537,126,0.990609,18.263,889.75
"Jan 15, 07:00 pm",2641.61,12.15,131,0.991892,18.563,1086.74
"Jan 15, 08:00 pm",2388.55,11.399,133,0.994756,18.663,864.94
"Jan 15, 09:00 pm",2105.66,10.707,134,0.991596,18.663,856.71
"Jan 15, 10:00 pm",2021.72,10.529,139,0.988932,18.763,879.89
"Jan 15, 11:00 pm",2192.54,10.895,145,0.994262,18.863,890.25
"Jan 16, 12:00 am",2123.59,10.746,148,0.992978,18.963,830.44
"Jan 16, 01:00 am",1857.39,10.153,151,0.991794,19.063,764.25
"Jan 16, 02:00 am",2185.17,10.895,150,0.990412,19.063,866.77
"Jan 16, 03:00 am",2272.29,11.092,157,0.990708,19.163,917.21
"Jan 16, 04:00 am",2277.95,11.112,164,0.990016,19.263,991.63
"Jan 16, 05:00 am",2427.54,11.547,159,0.987352,19.363,948.9
