Timestamp,System power generated,Wind speed,Wind direction,Pressure,Air temperature,windfarm power
"Oct 25, 08:00 am",177.373,4.815,124,0.999493,20.563,76.15
"Oct 25, 09:00 am",67.9079,3.856,127,0.999492,20.663,27.85
"Oct 25, 10:00 am",6.00823,3.094,115,1.00117,20.963,2.48
"Oct 25, 11:00 am",0.0,2.946,92,1.00196,21.363,0.0
"Oct 25, 12:00 pm",229.019,5.18,93,1.00275,21.363,99.77
"Oct 25, 01:00 pm",213.744,5.091,106,1.00196,21.363,79.21
"Oct 25, 02:00 pm",324.734,5.744,108,0.999097,21.263,137.03
"Oct 25, 03:00 pm",375.482,6.04,110,0.999097,21.163,143.13
"Oct 25, 04:00 pm",280.345,5.487,113,0.997715,21.163,121.86
"Oct 25, 05:00 pm",133.466,4.459,116,0.998406,21.163,55.73
"Oct 25, 06:00 pm",106.133,4.231,111,0.999393,21.263,44.61
"Oct 25, 07:00 pm",79.6987,4.004,128,1.00048,21.363,30.09
"Oct 25, 08:00 pm",173.389,4.785,128,1.00107,21.363,68.57
"Oct 25, 09:00 pm",294.297,5.566,122,0.999689,21.363,120.49
"Oct 25, 10:00 pm",147.969,4.577,116,1.00048,21.463,62.38
"Oct 25, 11:00 pm",132.191,4.449,125,0.998702,21.563,48.69
"Oct 26, 12:00 am",168.845,4.745,116,1.00364,21.663,73.78
"Oct 26, 01:00 am",155.772,4.637,125,1.00354,21.763,67.17
"Oct 26, 02:00 am",188.294,4.913,115,0.999492,21.763,71.86
"Oct 26, 03:00 am",285.234,5.516,123,0.999689,21.863,121.46
"Oct 26, 04:00 am",348.957,5.892,125,0.997714,21.863,140.09
"Oct 26, 05:00 am",301.52,5.615,133,0.99801,21.963,119.69
"Oct 26, 06:00 am",83.6614,4.043,154,0.998801,20.613,32.22
"Oct 26, 07:00 am",0.0,2.462,158,0.999691,19.263,0.0
"Oct 26, 08:00 am",0.0,2.501,142,0.99969,20.763,0.0
"Oct 26, 09:00 am",0.0,1.641,150,0.998998,20.963,0.0
"Oct 26, 10:00 am",0.0,0.86,107,1.00137,21.463,0.0
"Oct 26, 11:00 am",0.0,1.008,56,1.00048,22.263,0.0
"Oct 26, 12:00 pm",0.0,1.038,88,0.997713,22.963,0.0
"Oct 26, 01:00 pm",0.0,2.462,78,0.999292,23.463,0.0
"Oct 26, 02:00 pm",25.2886,3.342,78,0.9987,23.463,10.84
"Oct 26, 03:00 pm",115.403,4.32,86,0.997911,23.363,45.78
"Oct 26, 04:00 pm",73.8671,3.945,92,0.996726,23.363,28.14
"Oct 26, 05:00 pm",0.0,3.025,103,0.995245,23.463,0.0
"Oct 26, 06:00 pm",81.8291,4.043,97,0.996529,23.263,32.62
"Oct 26, 07:00 pm",205.647,5.062,90,0.997713,23.063,88.62
"Oct 26, 08:00 pm",180.258,4.854,107,0.997912,22.663,70.35
"Oct 26, 09:00 pm",273.949,5.457,143,0.997418,22.263,115.05
"Oct 26, 10:00 pm",224.294,5.17,144,0.996628,22.563,82.48
"Oct 26, 11:00 pm",61.4721,3.786,136,0.999293,22.763,24.47
"Oct 27, 12:00 am",112.494,4.291,139,0.999589,22.963,49.42
"Oct 27, 01:00 am",166.096,4.735,138,0.999885,23.063,70.03
"Oct 27, 02:00 am",251.056,5.329,132,0.99722,23.163,94.61
"Oct 27, 03:00 am",294.995,5.586,133,0.996726,23.263,118.03
"Oct 27, 04:00 am",284.288,5.526,136,0.996134,23.263,107.66
"Oct 27, 05:00 am",274.545,5.467,138,0.99722,23.263,107.83
"Oct 27, 06:00 am",157.379,4.666,138,0.996726,22.613,66.48
"Oct 27, 07:00 am",68.6466,3.875,130,0.996234,21.963,28.95
"Oct 27, 08:00 am",0.0,2.343,120,0.999688,22.163,0.0
"Oct 27, 09:00 am",93.1974,4.132,152,0.99801,22.563,40.43
"Oct 27, 10:00 am",179.592,4.854,155,0.996529,23.263,73.17
"Oct 27, 11:00 am",62.947,3.806,152,1.00058,23.563,24.57
"Oct 27, 12:00 pm",87.8656,4.093,149,0.998602,23.863,35.16
"Oct 27, 01:00 pm",148.622,4.597,138,0.998799,24.063,60.7
"Oct 27, 02:00 pm",148.864,4.607,138,0.994752,24.263,60.26
"Oct 27, 03:00 pm",356.036,5.951,119,0.996232,24.063,142.03
"Oct 27, 04:00 pm",534.435,6.752,109,0.99485,23.663,213.98
"Oct 27, 05:00 pm",696.077,7.355,103,0.994258,23.263,260.41
"Oct 27, 06:00 pm",921.189,8.077,103,0.995245,23.713,391.52
"Oct 27, 07:00 pm",1196.37,8.799,113,0.996331,24.163,482.54
"Oct 27, 08:00 pm",1827.29,10.133,123,0.995936,24.463,676.99
"Oct 27, 09:00 pm",1695.32,9.866,126,0.996923,24.463,714.23
"Oct 27, 10:00 pm",1940.79,10.38,132,0.998304,24.363,843.46
"Oct 27, 11:00 pm",1307.07,9.085,133,0.998304,24.363,569.6
"Oct 28, 12:00 am",1457.57,9.392,137,0.997021,24.363,567.75
"Oct 28, 01:00 am",1576.8,9.629,141,0.997416,24.463,584.74
"Oct 28, 02:00 am",1558.17,9.599,140,0.995836,24.663,625.56
"Oct 28, 03:00 am",1585.88,9.649,143,0.997416,24.663,585.2
"Oct 28, 04:00 am",1315.15,9.115,146,0.996035,24.663,571.72
"Oct 28, 05:00 am",1061.56,8.453,143,0.996331,24.663,397.75
"Oct 28, 06:00 am",687.465,7.326,144,0.996627,24.013,261.39
"Oct 28, 07:00 am",410.091,6.209,130,0.997022,23.363,160.97
"Oct 28, 08:00 am",904.147,8.018,132,0.997515,23.963,353.21
"Oct 28, 09:00 am",850.833,7.85,129,0.997416,24.263,360.39
"Oct 28, 10:00 am",907.709,8.037,118,0.996035,24.363,359.91
"Oct 28, 11:00 am",802.991,7.701,115,0.995344,24.163,300.05
"Oct 28, 12:00 pm",1011.08,8.314,117,0.997219,24.263,385.6
"Oct 28, 01:00 pm",1602.83,9.679,119,0.997515,24.363,642.3
"Oct 28, 02:00 pm",1498.72,9.481,118,0.994752,24.363,557.22
"Oct 28, 03:00 pm",1566.66,9.619,118,0.993862,24.363,640.66
"Oct 28, 04:00 pm",1328.43,9.145,122,0.993665,24.263,538.36
"Oct 28, 05:00 pm",1700.85,9.886,129,0.993961,24.463,709.55
"Oct 28, 06:00 pm",1871.5,10.232,129,0.99485,24.063,814.13
"Oct 28, 07:00 pm",2023.75,10.568,124,0.995738,23.663,876.24
"Oct 28, 08:00 pm",1807.53,10.084,121,0.995936,23.963,787.52
"Oct 28, 09:00 pm",1849.04,10.183,131,0.995344,24.363,701.85
"Oct 28, 10:00 pm",1997.77,10.519,125,0.996133,24.463,740.22
"Oct 28, 11:00 pm",2001.34,10.519,133,0.998304,24.563,768.88
"Oct 29, 12:00 am",2026.89,10.588,134,0.995441,24.663,874.82
"Oct 29, 01:00 am",1943.7,10.4,132,0.995936,24.663,850.88
"Oct 29, 02:00 am",2026.89,10.588,134,0.995047,24.563,869.02
"Oct 29, 03:00 am",1810.98,10.094,136,0.995146,23.763,667.89
"Oct 29, 04:00 am",1681.68,9.837,140,0.994554,23.363,732.87
"Oct 29, 05:00 am",1350.75,9.174,155,0.993172,22.663,532.02
"Oct 29, 06:00 am",510.751,6.634,165,0.99426,21.363,184.25
"Oct 29, 07:00 am",89.4489,4.093,168,0.995347,20.063,35.37
"Oct 29, 08:00 am",83.9814,4.053,163,0.994556,20.963,30.54
"Oct 29, 09:00 am",44.3235,3.579,169,0.993075,22.063,17.88
"Oct 29, 10:00 am",14.6216,3.213,136,0.99416,22.663,5.66
"Oct 29, 11:00 am",44.2329,3.579,114,0.99416,22.463,17.6
"Oct 29, 12:00 pm",280.531,5.507,117,0.993172,22.863,114.75
"Oct 29, 01:00 pm",800.344,7.691,123,0.993271,23.363,343.75
"Oct 29, 02:00 pm",1642.08,9.768,131,0.992185,23.763,678.1
"Oct 29, 03:00 pm",1844.38,10.183,128,0.991592,24.163,728.02
"Oct 29, 04:00 pm",2435.54,11.616,134,0.991099,24.163,1036.45
"Oct 29, 05:00 pm",2491.1,11.774,138,0.990507,23.963,1077.27
"Oct 29, 06:00 pm",2027.89,10.598,139,0.991296,24.113,749.47
"Oct 29, 07:00 pm",1469.62,9.431,141,0.991987,24.263,591.6
"Oct 29, 08:00 pm",990.542,8.275,147,0.991592,24.263,379.14
"Oct 29, 09:00 pm",624.71,7.138,149,0.991198,24.263,227.25
"Oct 29, 10:00 pm",721.512,7.444,146,0.994257,24.363,298.33
"Oct 29, 11:00 pm",732.986,7.484,157,0.993665,24.563,314.47
"Oct 30, 12:00 am",1046.04,8.423,156,0.992283,24.663,390.21
"Oct 30, 01:00 am",1761.32,10.015,162,0.992678,24.663,748.55
"Oct 30, 02:00 am",1914.13,10.351,171,0.990308,24.663,819.77
"Oct 30, 03:00 am",1834.99,10.163,187,0.990902,24.063,794.82
"Oct 30, 04:00 am",1060.64,8.453,201,0.990507,23.263,404.34
"Oct 30, 05:00 am",791.254,7.662,194,0.991199,22.763,342.07
"Oct 30, 06:00 am",989.019,8.255,184,0.991001,22.263,381.42
"Oct 30, 07:00 am",1217.73,8.848,182,0.990805,21.763,492.19
"Oct 30, 08:00 am",1135.55,8.631,181,0.991989,21.863,413.39
"Oct 30, 09:00 am",782.58,7.632,180,0.990705,22.363,284.48
"Oct 30, 10:00 am",449.689,6.386,176,0.993074,23.263,187.8
"Oct 30, 11:00 am",139.339,4.528,206,0.994653,24.263,55.12
"Oct 30, 12:00 pm",150.349,4.627,209,0.99248,25.063,57.21
"Oct 30, 01:00 pm",131.125,4.469,238,0.993467,25.763,49.2
"Oct 30, 02:00 pm",292.725,5.596,261,0.993664,25.963,121.07
"Oct 30, 03:00 pm",426.682,6.307,275,0.99248,25.763,153.62
"Oct 30, 04:00 pm",295.643,5.615,277,0.992381,25.763,125.49
"Oct 30, 05:00 pm",204.4,5.081,278,0.991591,25.863,74.88
"Oct 30, 06:00 pm",1502.53,9.481,334,0.994455,23.563,563.93
"Oct 30, 07:00 pm",2944.94,13.88,358,0.99732,21.263,1151.17
"Oct 30, 08:00 pm",1849.29,10.133,3,0.997419,20.563,737.48
"Oct 30, 09:00 pm",1966.66,10.38,0,0.999887,19.863,763.85
"Oct 30, 10:00 pm",1833.27,10.064,355,1.00245,19.163,707.01
"Oct 30, 11:00 pm",1060.23,8.383,348,0.998704,18.463,463.44
"Oct 31, 12:00 am",901.989,7.948,342,1.00117,18.063,371.01
"Oct 31, 01:00 am",370.547,5.981,330,1.00226,17.763,134.09
"Oct 31, 02:00 am",578.998,6.881,328,1.00048,17.463,228.36
"Oct 31, 03:00 am",458.768,6.367,316,0.999889,17.163,197.27
"Oct 31, 04:00 am",543.544,6.732,312,0.998014,16.863,208.78
"Oct 31, 05:00 am",670.584,7.207,309,0.998114,16.563,246.48
"Oct 31, 06:00 am",379.323,6.031,297,0.998212,17.113,159.57
"Oct 31, 07:00 am",184.87,4.864,275,0.998212,17.663,75.52
"Oct 31, 08:00 am",164.28,4.696,250,0.99752,17.763,66.64
"Oct 31, 09:00 am",139.041,4.488,246,0.998605,18.263,50.65
"Oct 31, 10:00 am",356.229,5.912,256,1.00058,19.363,132.25
"Oct 31, 11:00 am",597.03,6.99,273,0.99811,20.563,244.67
"Oct 31, 12:00 pm",730.603,7.444,288,0.99653,21.563,275.16
"Oct 31, 01:00 pm",707.216,7.375,293,0.997221,22.463,283.12
"Oct 31, 02:00 pm",837.397,7.8,303,0.996036,23.063,337.97
"Oct 31, 03:00 pm",740.713,7.494,295,0.995541,23.363,283.46
"Oct 31, 04:00 pm",542.663,6.792,295,0.99258,23.563,236.53
"Oct 31, 05:00 pm",268.113,5.467,266,0.983694,25.363,114.59
"Oct 31, 06:00 pm",192.345,4.993,220,0.984681,25.813,80.36
"Oct 31, 07:00 pm",135.284,4.518,205,0.985668,26.263,49.55
"Oct 31, 08:00 pm",313.117,5.734,197,0.985076,25.963,115.38
"Oct 31, 09:00 pm",440.575,6.377,186,0.986557,25.363,175.98
"Oct 31, 10:00 pm",1125.85,8.65,192,0.986754,24.863,419.78
"Oct 31, 11:00 pm",1031.71,8.403,195,0.98557,24.663,452.16
"Nov 1, 12:00 am",894.025,8.028,203,0.98409,24.663,333.19
"Nov 1, 01:00 am",980.451,8.265,194,0.986361,24.363,391.2
"Nov 1, 02:00 am",950.326,8.186,202,0.986262,24.263,369.8
"Nov 1, 03:00 am",1159.05,8.739,219,0.984781,24.463,476.54
"Nov 1, 04:00 am",1271.23,9.036,224,0.984583,24.663,470.77
"Nov 1, 05:00 am",1702.05,9.926,234,0.982609,24.363,671.33
"Nov 1, 06:00 am",1156.18,8.72,232,0.98419,23.113,441.63
"Nov 1, 07:00 am",742.899,7.513,257,0.98577,21.863,320.2
"Nov 1, 08:00 am",629.214,7.148,275,0.985967,21.963,228.56
"Nov 1, 09:00 am",732.525,7.484,290,0.983401,21.663,317.26
"Nov 1, 10:00 am",471.996,6.485,298,0.988435,22.063,201.37
"Nov 1, 11:00 am",803.072,7.701,292,0.989521,22.363,308.22
"Nov 1, 12:00 pm",1254.12,8.957,303,0.987843,22.263,530.67
"Nov 1, 01:00 pm",1765.12,10.015,319,0.986855,22.363,639.85
"Nov 1, 02:00 pm",2095.37,10.746,331,0.987645,22.763,916.41
"Nov 1, 03:00 pm",2161.29,10.895,347,0.989915,23.363,869.11
"Nov 1, 04:00 pm",1723.07,9.936,2,0.989125,23.463,662.11
"Nov 1, 05:00 pm",1929.78,10.38,8,0.987151,23.163,750.7
"Nov 1, 06:00 pm",1418.64,9.333,10,0.98952,23.863,518.25
"Nov 1, 07:00 pm",993.181,8.285,13,0.991888,24.563,436.15
"Nov 1, 08:00 pm",681.591,7.316,13,0.992185,23.763,247.52
"Nov 1, 09:00 pm",805.178,7.701,16,0.994061,22.963,332.05
"Nov 1, 10:00 pm",796.132,7.672,13,0.992187,22.263,314.81
"Nov 1, 11:00 pm",694.277,7.326,20,0.997616,21.663,302.64
"Nov 2, 12:00 am",749.951,7.504,17,0.995642,21.163,284.74
"Nov 2, 01:00 am",1156.51,8.66,21,0.996432,20.563,465.57
"Nov 2, 02:00 am",747.289,7.494,30,0.99347,20.263,297.86
"Nov 2, 03:00 am",985.632,8.215,34,0.994853,20.063,410.25
"Nov 2, 04:00 am",718.606,7.395,40,0.995741,20.063,262.61
"Nov 2, 05:00 am",172.469,4.785,44,0.992582,20.263,64.76
"Nov 2, 06:00 am",128.73,4.419,16,0.995051,20.213,48.55
"Nov 2, 07:00 am",83.6857,4.043,13,0.997419,20.163,35.07
"Nov 2, 08:00 am",176.555,4.805,7,0.99742,19.163,66.23
"Nov 2, 09:00 am",101.373,4.182,1,0.998112,18.863,41.15
"Nov 2, 10:00 am",69.7934,3.875,4,0.998999,19.563,26.33
"Nov 2, 11:00 am",0.0,2.827,19,1.00097,20.763,0.0
"Nov 2, 12:00 pm",0.0,2.412,61,0.997616,21.563,0.0
"Nov 2, 01:00 pm",0.0,2.64,69,0.998405,21.863,0.0
"Nov 2, 02:00 pm",1.54545,3.045,120,0.997714,21.863,0.6
"Nov 2, 03:00 pm",36.6827,3.48,111,0.996333,21.863,13.89
"Nov 2, 04:00 pm",89.8105,4.103,105,0.996727,21.763,32.69
"Nov 2, 05:00 pm",114.801,4.31,110,0.995346,21.663,43.79
"Nov 2, 06:00 pm",76.7151,3.974,98,0.996925,21.913,31.63
"Nov 2, 07:00 pm",48.79,3.628,80,0.998504,22.163,19.65
"Nov 2, 08:00 pm",124.237,4.389,87,0.996431,22.063,54.11
"Nov 2, 09:00 pm",72.9078,3.925,90,0.998208,21.963,28.56
"Nov 2, 10:00 pm",56.6449,3.727,89,0.996135,21.963,23.54
"Nov 2, 11:00 pm",108.044,4.251,83,0.9988,21.963,43.13
"Nov 3, 12:00 am",0.0,2.956,90,0.999293,21.863,0.0
"Nov 3, 01:00 am",0.177992,3.025,74,1.00048,21.763,0.07
"Nov 3, 02:00 am",122.836,4.37,55,1.00048,21.563,48.69
"Nov 3, 03:00 am",114.372,4.3,71,0.999492,21.463,45.48
"Nov 3, 04:00 am",144.138,4.548,87,0.998604,21.563,60.04
"Nov 3, 05:00 am",139.304,4.508,90,0.998109,21.563,60.63
"Nov 3, 06:00 am",198.673,4.993,76,0.999788,20.813,76.76
"Nov 3, 07:00 am",279.293,5.467,72,1.00157,20.063,101.49
"Nov 3, 08:00 am",111.406,4.271,87,0.999197,20.463,44.53
"Nov 3, 09:00 am",231.025,5.19,86,1.00305,21.163,93.23
"Nov 3, 10:00 am",201.39,5.012,109,1.00384,21.463,75.21
"Nov 3, 11:00 am",426.643,6.258,110,1.00196,21.663,179.55
"Nov 3, 12:00 pm",473.839,6.466,92,0.999492,21.663,207.92
"Nov 3, 01:00 pm",684.877,7.286,88,1.00137,21.563,298.37
"Nov 3, 02:00 pm",622.862,7.088,104,1.00008,21.363,234.05
"Nov 3, 03:00 pm",705.57,7.355,113,0.999492,21.363,303.42
"Nov 3, 04:00 pm",910.011,8.008,117,0.999393,21.363,378.89
"Nov 3, 05:00 pm",751.334,7.504,119,0.998702,21.463,297.76
"Nov 3, 06:00 pm",614.07,7.069,141,0.998701,21.913,247.62
"Nov 3, 07:00 pm",511.299,6.634,143,0.998701,22.363,218.82
"Nov 3, 08:00 pm",949.141,8.136,152,0.996431,22.263,378.15
"Nov 3, 09:00 pm",620.159,7.088,151,1.00008,22.263,241.77
"Nov 3, 10:00 pm",335.372,5.813,152,0.998899,22.263,133.97
"Nov 3, 11:00 pm",352.325,5.912,147,0.998899,22.363,143.16
"Nov 4, 12:00 am",651.482,7.197,159,0.996727,22.363,244.39
"Nov 4, 01:00 am",819.871,7.731,157,0.998306,22.263,354.24
"Nov 4, 02:00 am",872.394,7.899,159,0.998109,22.163,361.11
"Nov 4, 03:00 am",876.568,7.909,167,0.998899,22.063,359.97
"Nov 4, 04:00 am",1223.31,8.848,170,0.996727,22.063,450.13
"Nov 4, 05:00 am",1140.06,8.631,168,0.996234,22.063,465.53
"Nov 4, 06:00 am",1037.63,8.364,161,0.99653,22.163,383.59
"Nov 4, 07:00 am",931.356,8.087,161,0.996826,22.263,341.15
"Nov 4, 08:00 am",825.392,7.751,160,0.996727,22.163,331.96
"Nov 4, 09:00 am",2249.48,11.063,159,0.998305,23.263,882.3
"Nov 4, 10:00 am",2635.97,12.17,157,0.997911,23.763,1073.12
"Nov 4, 11:00 am",2741.24,12.644,157,0.997319,23.563,1006.41
"Nov 4, 12:00 pm",2902.45,13.584,160,0.994159,23.963,1144.95
"Nov 4, 01:00 pm",2858.84,13.228,157,0.993073,24.063,1069.16
"Nov 4, 02:00 pm",2872.47,13.336,155,0.994258,24.063,1260.92
"Nov 4, 03:00 pm",2914.11,13.682,155,0.994653,23.963,1179.9
"Nov 4, 04:00 pm",2952.26,13.999,158,0.992579,23.763,1225.17
"Nov 4, 05:00 pm",2866.09,13.287,159,0.991691,23.563,1106.41
"Nov 4, 06:00 pm",2699.58,12.476,154,0.992383,23.513,992.31
"Nov 4, 07:00 pm",2457.21,11.666,150,0.992975,23.463,1076.43
"Nov 4, 08:00 pm",2944.66,13.93,154,0.993172,23.363,1127.51
"Nov 4, 09:00 pm",2986.87,14.622,159,0.992087,23.363,1176.54
"Nov 4, 10:00 pm",2845.63,13.119,159,0.995443,23.363,1172.37
"Nov 4, 11:00 pm",2772.26,12.783,162,0.996726,23.363,1003.49
"Nov 5, 12:00 am",2867.67,13.287,163,0.993962,23.363,1218.25
"Nov 5, 01:00 am",2569.5,11.972,162,0.994455,23.163,1035.32
"Nov 5, 02:00 am",2437.01,11.596,161,0.99495,23.163,931.57
"Nov 5, 03:00 am",2482.47,11.725,168,0.994752,23.163,905.92
"Nov 5, 04:00 am",2359.09,11.379,171,0.99337,23.163,879.94
"Nov 5, 05:00 am",2132.08,10.815,172,0.992482,22.963,920.21
"Nov 5, 06:00 am",1983.25,10.479,174,0.992383,22.963,822.81
"Nov 5, 07:00 am",1834.41,10.143,175,0.992284,22.963,697.06
"Nov 5, 08:00 am",2279.21,11.161,182,0.991692,23.363,832.48
"Nov 5, 09:00 am",2506.07,11.814,183,0.992579,24.263,1040.64
"Nov 5, 10:00 am",1954.61,10.43,181,0.994652,24.963,793.17
"Nov 5, 11:00 am",1737.36,9.975,187,0.992973,25.563,681.67
"Nov 5, 12:00 pm",638.714,7.197,190,0.992776,26.263,248.52
"Nov 5, 01:00 pm",102.615,4.231,182,0.991888,25.163,38.72
"Nov 5, 02:00 pm",5.41068,3.104,124,0.992186,23.463,2.24
"Nov 5, 03:00 pm",177.406,4.844,118,0.992579,23.763,77.64
"Nov 5, 04:00 pm",361.991,6.001,132,0.989716,24.363,135.41
"Nov 5, 05:00 pm",350.722,5.932,138,0.990803,24.263,143.01
"Nov 5, 06:00 pm",314.737,5.704,126,0.993371,22.413,123.99
"Nov 5, 07:00 pm",278.681,5.477,118,0.99584,20.563,110.28
"Nov 5, 08:00 pm",61.8815,3.786,136,0.993373,19.963,23.54
"Nov 5, 09:00 pm",0.0,1.878,184,0.994952,20.063,0.0
"Nov 5, 10:00 pm",0.0,0.929,195,0.994162,20.163,0.0
"Nov 5, 11:00 pm",0.0,0.188,279,0.997321,20.563,0.0
"Nov 6, 12:00 am",0.0,0.652,350,0.995445,20.663,0.0
"Nov 6, 01:00 am",96.2587,4.152,8,0.995248,20.363,36.05
"Nov 6, 02:00 am",666.803,7.227,27,0.995445,19.663,244.63
"Nov 6, 03:00 am",840.036,7.78,31,0.996334,19.863,350.4
"Nov 6, 04:00 am",1807.0,10.044,27,0.995149,20.063,678.89
"Nov 6, 05:00 am",2930.1,13.742,24,0.995544,19.763,1216.6
"Nov 6, 06:00 am",2863.72,13.198,24,0.996531,20.363,1120.37
"Nov 6, 07:00 am",2751.88,12.654,28,0.997419,20.963,1082.21
"Nov 6, 08:00 am",2636.53,12.13,32,0.997913,20.663,1048.11
"Nov 6, 09:00 am",2785.35,12.793,35,0.998011,20.363,1084.66
"Nov 6, 10:00 am",2639.77,12.14,33,0.996827,20.163,971.57
"Nov 6, 11:00 am",2678.5,12.298,38,1.00048,19.963,1030.61
"Nov 6, 12:00 pm",2663.1,12.229,45,0.999888,19.563,1100.12
"Nov 6, 01:00 pm",2409.76,11.448,45,0.999987,19.363,995.86
"Nov 6, 02:00 pm",1952.06,10.341,49,1.00058,19.463,747.44
"Nov 6, 03:00 pm",1266.12,8.927,54,0.998802,19.463,502.41
"Nov 6, 04:00 pm",1070.45,8.423,58,0.997321,19.463,401.93
"Nov 6, 05:00 pm",767.815,7.543,54,0.996631,19.463,289.34
"Nov 6, 06:00 pm",888.837,7.929,51,0.998308,19.763,321.62
"Nov 6, 07:00 pm",1024.65,8.304,42,0.999887,20.063,442.38
"Nov 6, 08:00 pm",1131.26,8.581,38,0.999394,19.863,426.32
"Nov 6, 09:00 pm",1459.01,9.333,40,0.999888,19.363,551.8
"Nov 6, 10:00 pm",1220.94,8.799,38,1.00038,18.863,466.85
"Nov 6, 11:00 pm",1051.33,8.354,38,1.00048,18.363,389.19
"Nov 7, 12:00 am",1186.89,8.7,37,1.00098,17.963,487.98
"Nov 7, 01:00 am",1137.09,8.571,32,0.999692,17.463,416.19
"Nov 7, 02:00 am",1227.71,8.799,31,0.999496,16.863,455.16
"Nov 7, 03:00 am",763.569,7.494,28,1.00117,16.463,314.27
"Nov 7, 04:00 am",763.569,7.494,26,0.999594,16.063,295.63
"Nov 7, 05:00 am",826.625,7.691,25,0.99999,15.763,344.4
"Nov 7, 06:00 am",677.248,7.217,7,0.998806,15.363,274.01
"Nov 7, 07:00 am",551.264,6.752,9,0.997622,14.963,209.75
"Nov 7, 08:00 am",561.423,6.792,26,0.999398,15.163,231.34
"Nov 7, 09:00 am",698.424,7.286,26,1.00029,16.063,257.93
"Nov 7, 10:00 am",855.724,7.79,30,1.00088,16.763,344.78
"Nov 7, 11:00 am",798.221,7.612,39,1.00078,17.263,315.27
"Nov 7, 12:00 pm",575.521,6.871,56,0.9991,17.463,219.52
"Nov 7, 01:00 pm",485.295,6.485,57,0.999199,17.563,198.16
"Nov 7, 02:00 pm",350.667,5.872,64,0.99831,17.563,150.68
"Nov 7, 03:00 pm",390.091,6.08,73,0.997916,17.363,171.61
"Nov 7, 04:00 pm",272.522,5.418,71,0.997422,17.263,111.36
"Nov 7, 05:00 pm",135.627,4.459,68,0.99604,17.163,53.22
"Nov 7, 06:00 pm",169.341,4.735,56,0.996139,16.863,64.01
"Nov 7, 07:00 pm",203.202,5.012,55,0.996238,16.563,77.33
"Nov 7, 08:00 pm",0.0,2.066,104,0.99831,16.963,0.0
"Nov 7, 09:00 pm",0.0,0.672,104,0.998409,17.763,0.0
"Nov 7, 10:00 pm",0.0,1.473,51,0.997619,18.363,0.0
"Nov 7, 11:00 pm",0.0,1.305,31,0.997025,18.863,0.0
"Nov 8, 12:00 am",0.0,0.939,11,0.995742,19.163,0.0
"Nov 8, 01:00 am",0.0,0.682,289,0.999296,19.063,0.0
"Nov 8, 02:00 am",0.0,0.939,295,0.994953,18.963,0.0
"Nov 8, 03:00 am",0.0,0.89,322,0.993077,19.063,0.0
"Nov 8, 04:00 am",0.0,0.732,317,0.994558,19.063,0.0
"Nov 8, 05:00 am",0.0,0.306,301,0.993373,19.263,0.0
"Nov 8, 06:00 am",0.0,1.058,153,0.992189,19.513,0.0
"Nov 8, 07:00 am",0.0,1.809,193,0.991003,19.763,0.0
"Nov 8, 08:00 am",0.0,2.037,228,0.996729,19.363,0.0
"Nov 8, 09:00 am",59.2227,3.747,262,0.993176,18.263,23.75
"Nov 8, 10:00 am",0.0,0.811,240,0.991399,18.863,0.0
"Nov 8, 11:00 am",0.0,1.77,178,0.995051,19.663,0.0
"Nov 8, 12:00 pm",0.0,1.948,147,0.993569,20.363,0.0
"Nov 8, 01:00 pm",0.0,1.819,149,0.990311,20.863,0.0
"Nov 8, 02:00 pm",0.0,1.849,95,0.990706,21.163,0.0
"Nov 8, 03:00 pm",0.0,2.827,110,0.991989,21.063,0.0
"Nov 8, 04:00 pm",0.0,2.758,87,0.990015,20.763,0.0
"Nov 8, 05:00 pm",0.405939,3.035,84,0.989818,20.463,0.15
"Nov 8, 06:00 pm",37.7752,3.5,125,0.98893,21.313,14.93
"Nov 8, 07:00 pm",74.8919,3.964,181,0.987942,22.163,29.93
"Nov 8, 08:00 pm",205.393,5.062,187,0.99347,22.063,80.57
"Nov 8, 09:00 pm",119.009,4.35,182,0.992285,21.763,49.3
"Nov 8, 10:00 pm",56.2075,3.727,170,0.990805,21.663,22.13
"Nov 8, 11:00 pm",165.367,4.735,164,0.991101,21.463,72.25
"Nov 9, 12:00 am",141.324,4.538,139,0.989522,21.463,57.65
"Nov 9, 01:00 am",199.65,5.022,135,0.989718,21.763,84.77
"Nov 9, 02:00 am",183.825,4.894,137,0.989521,22.063,67.79
"Nov 9, 03:00 am",153.34,4.637,144,0.988634,21.063,60.08
"Nov 9, 04:00 am",64.201,3.826,169,0.987055,20.463,24.84
"Nov 9, 05:00 am",91.1096,4.113,173,0.988437,19.363,36.95
"Nov 9, 06:00 am",21.497,3.292,159,0.988339,19.213,9.22
"Nov 9, 07:00 am",0.0,2.462,152,0.988141,19.063,0.0
"Nov 9, 08:00 am",0.0,2.224,201,0.988733,19.163,0.0
"Nov 9, 09:00 am",0.0,2.037,182,0.989918,19.963,0.0
"Nov 9, 10:00 am",0.0,1.651,194,0.988535,20.063,0.0
"Nov 9, 11:00 am",0.0,1.384,137,0.989819,20.063,0.0
"Nov 9, 12:00 pm",0.0,2.214,112,0.988831,20.163,0.0
"Nov 9, 01:00 pm",1.06346,3.045,112,0.986166,20.163,0.45
"Nov 9, 02:00 pm",154.69,4.646,99,0.987351,20.263,57.24
